pk,jsondata,key,description,sentence_pk,source_pk,version
3020,,1048,178,5410,949,1
3021,,1049,81,5411,950,1
3022,,1048,178,5412,949,1
3023,,722,213,5413,646,1
3024,,722,213,5414,646,1
3025,,722,213,5415,646,1
3026,,722,213,5416,646,1
3027,,722,214,5417,646,1
3028,,236,360,5418,218,1
3029,,110,17,5419,98,1
3030,,1417,150,5434,1185,1
3031,,708,115,5436,633,1
3032,,583,,5446,517,1
3033,,8,,5447,7,1
3034,,522,,5450,464,1
3035,,522,,5451,464,1
3036,,789,362,5452,708,1
3037,,1527,11,5453,1285,1
3038,,1527,11,5454,1285,1
3039,,1355,81,5455,1136,1
3040,,1244,130,5458,1039,1
3041,,1244,130,5459,1039,1
3042,,429,43,5462,393,1
3043,,445,CD,5463,408,1
3044,,1054,,5467,953,1
3045,,656,232,5473,589,1
3046,,584,,5482,518,1
3047,,942,,5483,846,1
3048,,355,18,5484,323,1
3049,,355,19,5485,323,1
3050,,106,66,5486,95,1
3051,,106,67,5487,95,1
3052,,784,s.v. brisi,5488,703,1
3053,,784,s.v. manera,5489,703,1
3054,,784,s.v. bexóna,5490,703,1
3055,,106,66,5491,95,1
3056,,1456,,5493,1224,1
3057,,1456,,5494,1224,1
3058,,905,47,5501,811,1
3059,,218,,5504,201,1
3060,,221,169,5505,203,1
3061,,1064,18,5508,963,1
3062,,242,,5512,224,1
3063,,453,"13 February 2004, p.4",5513,413,1
3064,,898,35,5514,804,1
3065,,453,"13 February 2004, p.5",5515,413,1
3066,,353,140,5516,321,1
3067,,1359,294,5517,1140,1
3068,,353,139,5518,321,1
3069,,470,207,5520,427,1
3070,,1048,138,5524,949,1
3071,,1049,10,5525,950,1
3072,,1048,138,5526,949,1
3073,,1048,138,5527,949,1
3074,,722,199,5528,646,1
3075,,722,199,5529,646,1
3076,,722,200,5530,646,1
3077,,722,200,5531,646,1
3078,,722,200-201,5532,646,1
3079,,1049,11,5533,950,1
3080,,1049,29,5534,950,1
3081,,110,63,5535,98,1
3082,,110,26,5536,98,1
3083,,110,34,5537,98,1
3084,,110,78,5538,98,1
3085,,159,33,5539,145,1
3086,,874,210,5547,785,1
3087,,141,5,5548,128,1
3088,,458,12,5549,415,1
3089,,708,108,5550,633,1
3090,,708,108,5551,633,1
3091,,522,,5554,464,1
3092,,522,,5555,464,1
3093,,789,47,5556,708,1
3094,,789,64,5557,708,1
3095,,522,,5558,464,1
3096,,789,174,5559,708,1
3097,,789,41,5560,708,1
3098,,1357,98,5561,1138,1
3099,,1357,53,5562,1138,1
3100,,1604,280,5563,1356,1
3101,,1604,279,5564,1356,1
3102,,354,77,5565,322,1
3103,,354,77,5566,322,1
3104,,354,,5567,322,1
3105,,1539,4,5568,1293,1
3106,,568,111,5569,504,1
3107,,568,111,5570,504,1
3108,,1271,,5571,1062,1
3109,,1271,,5572,1062,1
3110,,1431,63,5575,1199,1
3111,,1244,128,5576,1039,1
3112,,439,238,5579,402,1
3113,,445,CD,5580,408,1
3114,,113,41,5581,101,1
3115,,1054,,5583,953,1
3116,,1054,,5584,953,1
3117,,1054,,5585,953,1
3118,,1054,,5587,953,1
3119,,1500,215,5593,1262,1
3120,,656,240,5599,589,1
3121,,462,109,5601,419,1
3122,,125,13,5602,113,1
3123,,1634,241,5603,1368,1
3124,,1634,241,5604,1368,1
3125,,1489,VI.12,5605,1253,1
3126,,1489,VI.12,5606,1253,1
3127,,40,,5614,38,1
3128,,1545,173,5617,1298,1
3129,,1545,164,5619,1298,1
3130,,355,50,5620,323,1
3131,,737,145,5621,661,1
3132,,737,148,5622,661,1
3133,,106,71-73,5625,95,1
3134,,880,,5626,789,1
3135,,901,52,5637,807,1
3136,,901,52,5638,807,1
3137,,905,49,5639,811,1
3138,,905,49,5640,811,1
3139,,265,169,5643,239,1
3140,,1416,5250,5644,1184,1
3141,,1416,1006,5645,1184,1
3142,,122,184,5646,110,1
3143,,906,42,5647,812,1
3144,,1446,373,5649,1214,1
3145,,426,141,5651,391,1
3146,,426,95,5652,391,1
3147,,473,943,5661,430,1
3148,,473,943,5663,430,1
3149,,473,"vol. 6, p. 252, point 16",5664,430,1
3150,,853,,5667,767,1
3151,,1211,,5670,1010,1
3152,,722,318,5672,646,1
3153,,722,319,5673,646,1
3154,,1049,14,5674,950,1
3155,,1049,14,5675,950,1
3156,,1048,147,5676,949,1
3157,,1048,147,5677,949,1
3158,,236,367,5678,218,1
3159,,236,367,5679,218,1
3160,,854,219,5681,768,1
3161,,158,122,5682,144,1
3162,,423,148,5686,388,1
3163,,172,135,5689,157,1
3164,,857,386,5693,771,1
3165,,857,386,5694,771,1
3166,,874,209,5695,785,1
3167,,874,209,5696,785,1
3168,,874,207,5697,785,1
3169,,874,207,5698,785,1
3170,,972,167,5699,876,1
3171,,708,122,5703,633,1
3172,,708,122,5704,633,1
3173,,708,123,5705,633,1
3174,,583,,5709,517,1
3175,,400,,5710,365,1
3176,,1033,67,5711,936,1
3177,,789,135,5713,708,1
3178,,1357,17,5714,1138,1
3179,,1357,98,5715,1138,1
3180,,1357,98,5716,1138,1
3181,,1609,22,5717,1361,1
3182,,1604,279,5718,1356,1
3183,,1604,279,5719,1356,1
3184,,1373,,5720,1153,1
3185,,354,,5721,322,1
3186,,1406,s.v.,5722,1174,1
3187,,445,CD,5729,408,1
3188,,439,241,5730,402,1
3189,,434,,5731,397,1
3190,,1054,,5733,953,1
3191,,1054,,5734,953,1
3192,,1500,215,5738,1262,1
3193,,1500,215,5739,1262,1
3194,,462,109,5742,419,1
3195,,827,80,5745,744,1
3196,,584,,5746,518,1
3197,,584,,5747,518,1
3198,,659,178,5750,592,1
3199,,784,s.v. algen,5752,703,1
3200,,784,s.v. dansador,5753,703,1
3201,,880,,5755,789,1
3202,,901,52,5762,807,1
3203,,905,49,5763,811,1
3204,,905,49,5764,811,1
3205,,905,49,5765,811,1
3206,,122,184,5769,110,1
3207,,906,43,5770,812,1
3208,,426,103,5771,391,1
3209,,426,90,5772,391,1
3210,,453,"23 October 2004, p.8",5773,413,1
3211,,151,47,5774,138,1
3212,,482,152,5776,437,1
3213,,483,152,5777,438,1
3214,,473,943,5778,430,1
3215,,473,937,5779,430,1
3216,,1211,,5785,1010,1
3217,,722,319,5786,646,1
3218,,722,318,5787,646,1
3219,,720,318,5788,644,1
3220,,229,63,5789,211,1
3221,,110,56,5790,98,1
3222,,110,25,5791,98,1
3223,,1478,209,5794,1242,1
3224,,857,384,5799,771,1
3225,,857,386,5800,771,1
3226,,857,384,5801,771,1
3227,,708,123,5802,633,1
3228,,789,302,5804,708,1
3229,,1576,53,5805,1328,1
3230,,1605,409,5806,1357,1
3231,,1539,20,5807,1293,1
3232,,568,89,5808,504,1
3233,,432,41,5814,395,1
3234,,113,84,5815,101,1
3235,,1054,,5816,953,1
3236,,1054,,5817,953,1
3237,,1054,,5818,953,1
3238,,1054,,5819,953,1
3239,,1054,,5820,953,1
3240,,1500,213,5825,1262,1
3241,,357,157,5826,325,1
3242,,576,69,5827,510,1
3243,,576,64,5828,510,1
3244,,656,228,5831,589,1
3245,,462,199,5832,419,1
3246,,1488,17,5834,1252,1
3247,,1488,17,5835,1252,1
3248,,1634,200,5836,1368,1
3249,,45,213,5839,42,1
3250,,411,52,5840,376,1
3251,,411,88,5841,376,1
3252,,411,88,5842,376,1
3253,,584,"Female, 17 from West Sepik",5843,518,1
3254,,411,116,5844,376,1
3255,,1332,61,5847,1114,1
3256,,128,2,5850,116,1
3257,,659,31,5852,592,1
3258,,659,48,5853,592,1
3259,,659,32,5854,592,1
3260,,355,51,5855,323,1
3261,,750,27,5856,674,1
3262,,750,31,5857,674,1
3263,,750,29,5858,674,1
3264,,750,30,5859,674,1
3265,,737,72,5860,661,1
3266,,737,73,5861,661,1
3267,,1407,169,5867,1175,1
3268,,1407,36,5868,1175,1
3269,,1407,34,5869,1175,1
3270,,1543,132,5870,1297,1
3271,,1407,63,5871,1175,1
3272,,880,,5872,789,1
3273,,880,,5873,789,1
3274,,1456,,5875,1224,1
3275,,1456,,5876,1224,1
3276,,593,151,5887,527,1
3277,,901,73,5889,807,1
3278,,905,78,5891,811,1
3279,,905,70,5892,811,1
3280,,905,70,5893,811,1
3281,,1237,189-205,5894,1033,1
3282,,221,226,5895,203,1
3283,,263,212-222,5896,237,1
3284,,265,111-112,5897,239,1
3285,,1416,5477,5898,1184,1
3286,,1416,5297,5899,1184,1
3287,,122,128,5900,110,1
3288,,122,119,5901,110,1
3289,,122,127,5902,110,1
3290,,906,57,5903,812,1
3291,,835,80,5905,752,1
3292,,755,,5907,678,1
3293,,755,,5908,678,1
3294,,1214,15,5909,1013,1
3295,,555,97,5910,492,1
3296,,555,97,5911,492,1
3297,,898,52,5912,804,1
3298,,353,259,5913,321,1
3299,,473,864,5917,430,1
3300,,473,"vol 4, p. 345",5918,430,1
3301,,853,,5921,767,1
3302,,1211,,5924,1010,1
3303,,1211,,5925,1010,1
3304,,1048,201,5926,949,1
3305,,1048,210,5927,949,1
3306,,1048,215,5928,949,1
3307,,722,258,5929,646,1
3308,,722,261,5930,646,1
3309,,214,40,5931,197,1
3310,,214,40,5932,197,1
3311,,229,183,5933,211,1
3312,,229,109,5934,211,1
3313,,159,69,5938,145,1
3314,,159,71,5939,145,1
3315,,158,180,5942,144,1
3316,,423,161,5943,388,1
3317,,423,164,5945,388,1
3318,,423,190,5946,388,1
3319,,1273,,5953,1064,1
3320,,1273,,5954,1064,1
3321,,857,285,5959,771,1
3322,,856,75,5960,770,1
3323,,856,165,5961,770,1
3324,,874,168,5962,785,1
3325,,874,166,5963,785,1
3326,,874,171,5964,785,1
3327,,1491,439,5965,1255,1
3328,,1045,247,5966,946,1
3329,,60,287,5967,56,1
3330,,671,167,5968,600,1
3331,,708,452,5970,633,1
3332,,1528,275,5971,1286,1
3333,,1528,192,5972,1286,1
3334,,583,,5976,517,1
3335,,8,,5977,7,1
3336,,675,36,5981,603,1
3337,,1442,231,5983,1210,1
3338,,1442,229,5984,1210,1
3339,,1442,229,5985,1210,1
3340,,1357,15,5986,1138,1
3341,,1576,67,5987,1328,1
3342,,1576,59,5988,1328,1
3343,,1576,136,5989,1328,1
3344,,1608,336,5990,1360,1
3345,,661,509,5994,594,1
3346,,636,259,6004,569,1
3347,,1054,,6005,953,1
3348,,1054,,6008,953,1
3349,,330,51,6013,302,1
3350,,462,73,6016,419,1
3351,,1634,538,6018,1368,1
3352,,942,,6020,846,1
3353,,40,,6023,38,1
3354,,96,,6024,88,1
3355,,750,32,6025,674,1
3356,,786,,6026,705,1
3357,,690,,6027,617,1
3358,,880,,6028,789,1
3359,,905,90,6032,811,1
3360,,1416,1389,6035,1184,1
3361,,1416,5092-4,6036,1184,1
3362,,1416,5373-4,6037,1184,1
3363,,556,96,6038,493,1
3364,,556,96,6039,493,1
3365,,1364,240,6041,1145,1
3366,,353,157,6042,321,1
3367,,353,157,6043,321,1
3368,,367,108,6044,334,1
3369,,134,,6045,121,1
3370,,134,,6046,121,1
3371,,1048,210,6048,949,1
3372,,1048,211,6049,949,1
3373,,236,340,6050,218,1
3374,,1440,86,6051,1208,1
3375,,1845,262,6062,1457,1
3376,,1045,247,6064,946,1
3377,,708,171,6065,633,1
3378,,708,338,6066,633,1
3379,,8,,6068,7,1
3380,,789,29,6069,708,1
3381,,789,157,6070,708,1
3382,,1605,434,6071,1357,1
3383,,568,101,6072,504,1
3384,,1431,"118, 119",6074,1199,1
3385,,439,234,6078,402,1
3386,,1054,,6082,953,1
3387,,1054,,6083,953,1
3388,,357,187,6086,325,1
3389,,1344,,6088,1126,1
3390,,1344,,6089,1126,1
3391,,1481,773,6090,1245,1
3392,,529,77,6091,470,1
3393,,1332,65,6094,1114,1
3394,,659,157,6096,592,1
3395,,41,,6097,39,1
3396,,355,17,6099,323,1
3397,,750,32,6100,674,1
3398,,1227,331,6104,1024,1
3399,,1456,,6105,1224,1
3400,,403,49,6106,368,1
3401,,265,112,6113,239,1
3402,,265,112,6114,239,1
3403,,898,123,6116,804,1
3404,,473,865,6120,430,1
3405,,1048,322,6123,949,1
3406,,1048,344,6124,949,1
3407,,1049,21,6125,950,1
3408,,1048,201,6126,949,1
3409,,229,,6127,211,1
3410,,1273,,6131,1064,1
3411,,857,292,6133,771,1
3412,,968,235,6134,872,1
3413,,708,170,6135,633,1
3414,,1357,58,6141,1138,1
3415,,1605,426,6142,1357,1
3416,,1605,,6143,1357,1
3417,,569,223,6145,505,1
3418,,569,224,6146,505,1
3419,,1244,98,6147,1039,1
3420,,1054,,6150,953,1
3421,,651,71,6155,584,1
3422,,686,79,6157,614,1
3423,,656,228,6158,589,1
3424,,462,73,6160,419,1
3425,,63,442,6161,59,1
3426,,1634,125,6162,1368,1
3427,,529,86,6163,470,1
3428,,584,,6164,518,1
3429,,584,,6165,518,1
3430,,942,,6166,846,1
3431,,1333,114,6169,1115,1
3432,,1545,90,6173,1298,1
3433,,355,50,6174,323,1
3434,,750,29,6175,674,1
3435,,1407,27,6182,1175,1
3436,,1456,,6183,1224,1
3437,,263,216,6189,237,1
3438,,263,216,6190,237,1
3439,,426,75,6193,391,1
3440,,453,"20 June 2009, p.7",6195,413,1
3441,,1048,323,6197,949,1
3442,,423,161,6199,388,1
3443,,423,161,6200,388,1
3444,,423,197,6201,388,1
3445,,1273,,6203,1064,1
3446,,1273,,6205,1064,1
3447,,857,284,6206,771,1
3448,,874,71,6207,785,1
3449,,1491,432,6209,1255,1
3450,,708,173,6210,633,1
3451,,1528,231,6211,1286,1
3452,,920,419,6214,825,1
3453,,789,19,6217,708,1
3454,,1357,39,6218,1138,1
3455,,1357,116,6219,1138,1
3456,,1357,63,6220,1138,1
3457,,1355,62,6221,1136,1
3458,,1605,423,6222,1357,1
3459,,1605,424,6223,1357,1
3460,,1557,378,6224,1309,1
3461,,1605,424,6225,1357,1
3462,,1605,425,6226,1357,1
3463,,1605,398,6227,1357,1
3464,,354,204,6230,322,1
3465,,568,90,6232,504,1
3466,,661,498,6233,594,1
3467,,1281,131 (line 253-4),6236,1072,1
3468,,1244,A12,6239,1039,1
3469,,258,185,6244,232,1
3470,,445,531,6245,408,1
3471,,1054,,6247,953,1
3472,,636,256,6248,569,1
3473,,1054,,6250,953,1
3474,,1500,213,6255,1262,1
3475,,1500,213,6256,1262,1
3476,,651,74,6257,584,1
3477,,357,715,6258,325,1
3478,,656,178,6261,589,1
3479,,462,199,6264,419,1
3480,,462,202-205,6266,419,1
3481,,1344,,6267,1126,1
3482,,1344,,6268,1126,1
3483,,1634,467,6269,1368,1
3484,,1634,218,6272,1368,1
3485,,1489,VI.39,6274,1253,1
3486,,584,,6276,518,1
3487,,942,,6277,846,1
3488,,942,,6278,846,1
3489,,942,,6279,846,1
3490,,41,,6282,39,1
3491,,355,23,6283,323,1
3492,,355,19,6284,323,1
3493,,355,48,6285,323,1
3494,,355,42,6286,323,1
3495,,742,33,6287,666,1
3496,,1407,27,6289,1175,1
3497,,784,5,6290,703,1
3498,,61,,6291,57,1
3499,,126,,6292,114,1
3500,,1456,,6293,1224,1
3501,,1456,,6294,1224,1
3502,,715,93,6295,639,1
3503,,715,93,6296,639,1
3504,,901,78,6299,807,1
3505,,218,,6304,201,1
3506,,218,,6305,201,1
3507,,906,54,6307,812,1
3508,,906,54,6308,812,1
3509,,906,56,6309,812,1
3510,,426,33,6312,391,1
3511,,426,82,6313,391,1
3512,,755,,6318,678,1
3513,,752,318,6319,676,1
3514,,453,"9 July 2009, p.3",6320,413,1
3515,,752,310,6321,676,1
3516,,755,,6322,678,1
3517,,453,"7 July 2009, p.5",6323,413,1
3518,,1359,276,6325,1140,1
3519,,367,104,6326,334,1
3520,,473,865,6327,430,1
3521,,367,105,6328,334,1
3522,,1505,43,6329,1265,1
3523,,851,25,6334,765,1
3524,,1211,,6339,1010,1
3525,,1211,,6340,1010,1
3526,,1211,,6341,1010,1
3527,,1048,213,6342,949,1
3528,,1048,211,6343,949,1
3529,,1048,210,6344,949,1
3530,,1048,209,6345,949,1
3531,,1048,210,6346,949,1
3532,,110,55,6347,98,1
3533,,214,66,6348,197,1
3534,,158,140,6350,144,1
3535,,1324,136,6353,1109,1
3536,,1273,,6355,1064,1
3537,,857,284,6357,771,1
3538,,857,285,6358,771,1
3539,,857,285,6359,771,1
3540,,857,284,6360,771,1
3541,,857,290,6361,771,1
3542,,622,79,6362,556,1
3543,,874,166,6363,785,1
3544,,1491,432,6364,1255,1
3545,,874,167,6365,785,1
3546,,1491,432,6366,1255,1
3547,,708,173,6369,633,1
3548,,708,173,6371,633,1
3549,,1528,191,6372,1286,1
3550,,583,,6378,517,1
3551,,1033,76,6379,936,1
3552,,1033,76,6380,936,1
3553,,1357,142,6381,1138,1
3554,,1357,103,6382,1138,1
3555,,1357,92,6383,1138,1
3556,,1605,412,6387,1357,1
3557,,1606,71,6388,1358,1
3558,,1517,191,6389,1276,1
3559,,143,67,6390,130,1
3560,,1431,,6391,1199,1
3561,,1244,184,6392,1039,1
3562,,434,,6394,397,1
3563,,434,,6395,397,1
3564,,432,42,6396,395,1
3565,,113,88,6398,101,1
3566,,1054,,6399,953,1
3567,,1054,,6400,953,1
3568,,1054,,6401,953,1
3569,,330,53,6404,302,1
3570,,1005,366,6405,908,1
3571,,576,48,6406,510,1
3572,,465,151,6407,422,1
3573,,462,202-205,6409,419,1
3574,,125,24,6410,113,1
3575,,1634,201,6411,1368,1
3576,,1634,202,6412,1368,1
3577,,1634,203,6413,1368,1
3578,,1634,178,6414,1368,1
3579,,411,89,6415,376,1
3580,,584,Vanhs9\Victus\ws\m16\momas\wsp,6416,518,1
3581,,411,89,6417,376,1
3582,,942,,6418,846,1
3583,,1333,133,6420,1115,1
3584,,1545,35,6422,1298,1
3585,,355,18,6423,323,1
3586,,355,22,6424,323,1
3587,,1407,168,6425,1175,1
3588,,784,s.v. bruxeriâ,6426,703,1
3589,,1542,125,6427,1296,1
3590,,126,,6428,114,1
3591,,126,,6429,114,1
3592,,887,,6430,793,1
3593,,1456,,6431,1224,1
3594,,1456,,6432,1224,1
3595,,1456,,6433,1224,1
3596,,1456,,6434,1224,1
3597,,403,37,6435,368,1
3598,,901,73,6443,807,1
3599,,905,103,6445,811,1
3600,,1416,5125,6450,1184,1
3601,,122,126-127,6451,110,1
3602,,732,210,6452,656,1
3603,,755,,6453,678,1
3604,,367,106,6455,334,1
3605,,1505,364,6456,1265,1
3606,,110,59,6459,98,1
3607,,159,136,6460,145,1
3608,,1273,,6464,1064,1
3609,,1273,,6465,1064,1
3610,,857,286,6466,771,1
3611,,857,286,6467,771,1
3612,,857,360,6468,771,1
3613,,1491,437,6469,1255,1
3614,,874,167,6470,785,1
3615,,1491,437,6471,1255,1
3616,,874,169,6472,785,1
3617,,874,167,6473,785,1
3618,,708,172,6478,633,1
3619,,8,,6481,7,1
3620,,522,,6483,464,1
3621,,1442,226,6484,1210,1
3622,,1576,61,6485,1328,1
3623,,1357,80,6486,1138,1
3624,,1357,142,6487,1138,1
3625,,1539,14,6491,1293,1
3626,,661,492,6493,594,1
3627,,568,90,6494,504,1
3628,,1281,"231, lines 1229-1230",6495,1072,1
3629,,1431,117,6496,1199,1
3630,,439,234,6500,402,1
3631,,113,88,6501,101,1
3632,,113,82,6502,101,1
3633,,1054,,6507,953,1
3634,,1054,,6508,953,1
3635,,1054,,6510,953,1
3636,,1500,225,6512,1262,1
3637,,330,48,6513,302,1
3638,,330,50-51,6514,302,1
3639,,1344,,6519,1126,1
3640,,1634,214,6521,1368,1
3641,,48,137,6523,45,1
3642,,1332,61,6531,1114,1
3643,,41,,6532,39,1
3644,,1545,72,6533,1298,1
3645,,1545,96,6534,1298,1
3646,,355,"63, 17, 37",6535,323,1
3647,,355,22,6536,323,1
3648,,750,27,6538,674,1
3649,,1407,41,6544,1175,1
3650,,784,s.v. sa,6545,703,1
3651,,1456,,6548,1224,1
3652,,715,85,6551,639,1
3653,,221,327,6565,203,1
3654,,218,,6566,201,1
3655,,221,331,6567,203,1
3656,,221,147,6568,203,1
3657,,263,216,6569,237,1
3658,,263,216,6570,237,1
3659,,1416,3228,6571,1184,1
3660,,1416,2033,6572,1184,1
3661,,122,119,6573,110,1
3662,,906,54,6576,812,1
3663,,906,144,6577,812,1
3664,,1084,69,6579,979,1
3665,,730,27,6582,654,1
3666,,1024,229-230,6583,927,1
3667,,473,864,6585,430,1
3668,,473,864,6586,430,1
3669,,853,,6587,767,1
3670,,853,,6588,767,1
3671,,853,,6589,767,1
3672,,1211,,6594,1010,1
3673,,1048,206,6595,949,1
3674,,1048,210,6596,949,1
3675,,110,37,6597,98,1
3676,,1273,,6605,1064,1
3677,,930,32,6607,834,1
3678,,857,282,6612,771,1
3679,,857,283,6613,771,1
3680,,857,284,6614,771,1
3681,,857,285,6615,771,1
3682,,874,170,6616,785,1
3683,,969,161,6618,873,1
3684,,1491,441,6619,1255,1
3685,,874,183,6620,785,1
3686,,1195,264,6621,1001,1
3687,,458,13,6622,415,1
3688,,1195,237,6623,1001,1
3689,,708,175,6625,633,1
3690,,708,173,6626,633,1
3691,,1528,229,6627,1286,1
3692,,583,,6632,517,1
3693,,1038,393,6633,941,1
3694,,1033,70,6634,936,1
3695,,1576,62,6638,1328,1
3696,,1576,61,6639,1328,1
3697,,568,89,6642,504,1
3698,,1281,"148, line 385",6643,1072,1
3699,,1431,134,6645,1199,1
3700,,432,41,6651,395,1
3701,,434,,6652,397,1
3702,,445,535,6653,408,1
3703,,113,101,6655,101,1
3704,,1054,,6658,953,1
3705,,1054,,6659,953,1
3706,,357,60,6665,325,1
3707,,357,60,6666,325,1
3708,,357,3,6667,325,1
3709,,357,47,6668,325,1
3710,,357,324,6669,325,1
3711,,656,217,6673,589,1
3712,,462,35-37,6674,419,1
3713,,1488,57,6676,1252,1
3714,,1488,57,6677,1252,1
3715,,1634,348,6679,1368,1
3716,,1489,IV.49,6680,1253,1
3717,,1489,VI.67,6681,1253,1
3718,,42,434,6682,40,1
3719,,269,310,6683,241,1
3720,,1310,288,6684,1099,1
3721,,584,EHP F16,6687,518,1
3722,,584,EHP F16,6688,518,1
3723,,942,,6689,846,1
3724,,1332,65,6691,1114,1
3725,,631,196,6692,565,1
3726,,1545,54,6693,1298,1
3727,,1545,23,6694,1298,1
3728,,1545,165,6696,1298,1
3729,,1545,177,6697,1298,1
3730,,355,55,6698,323,1
3731,,355,20,6699,323,1
3732,,743,896,6700,667,1
3733,,737,97,6701,661,1
3734,,786,,6705,705,1
3735,,1543,183,6706,1297,1
3736,,786,,6707,705,1
3737,,880,,6708,789,1
3738,,57,,6709,53,1
3739,,1456,,6710,1224,1
3740,,1456,,6711,1224,1
3741,,901,131,6718,807,1
3742,,218,,6726,201,1
3743,,218,,6727,201,1
3744,,218,,6728,201,1
3745,,221,149,6729,203,1
3746,,265,175-76,6730,239,1
3747,,1416,1457,6732,1184,1
3748,,122,139,6733,110,1
3749,,122,141,6735,110,1
3750,,906,59,6736,812,1
3751,,906,59,6737,812,1
3752,,242,,6746,224,1
3753,,755,,6749,678,1
3754,,371,40,6750,336,1
3755,,371,40,6752,336,1
3756,,371,41,6753,336,1
3757,,1048,322,6760,949,1
3758,,1048,218,6761,949,1
3759,,229,116,6762,211,1
3760,,110,76,6763,98,1
3761,,1440,87,6764,1208,1
3762,,158,194,6768,144,1
3763,,1273,,6776,1064,1
3764,,1273,,6777,1064,1
3765,,857,377,6780,771,1
3766,,857,285,6781,771,1
3767,,1491,435,6782,1255,1
3768,,874,172,6783,785,1
3769,,60,30,6784,56,1
3770,,60,286,6785,56,1
3771,,708,349,6788,633,1
3772,,8,,6793,7,1
3773,,583,,6794,517,1
3774,,1033,71,6795,936,1
3775,,1033,71,6796,936,1
3776,,522,,6798,464,1
3777,,522,,6799,464,1
3778,,1357,134,6800,1138,1
3779,,1527,44,6801,1285,1
3780,,1527,65,6802,1285,1
3781,,1605,395,6803,1357,1
3782,,1605,395,6804,1357,1
3783,,1596,81,6807,1348,1
3784,,1596,82,6809,1348,1
3785,,143,29,6810,130,1
3786,,1281,130(line 226),6811,1072,1
3787,,1244,243,6814,1039,1
3788,,445,531,6817,408,1
3789,,438,,6818,401,1
3790,,432,34,6819,395,1
3791,,441,114,6820,404,1
3792,,439,240,6821,402,1
3793,,445,CD,6822,408,1
3794,,113,80,6824,101,1
3795,,113,80,6825,101,1
3796,,1054,,6826,953,1
3797,,1054,,6827,953,1
3798,,1054,,6828,953,1
3799,,1054,,6829,953,1
3800,,1054,,6830,953,1
3801,,1054,,6831,953,1
3802,,1054,,6833,953,1
3803,,357,53,6838,325,1
3804,,357,59,6839,325,1
3805,,656,229,6843,589,1
3806,,462,188-189,6844,419,1
3807,,462,188-189,6845,419,1
3808,,462,188-189,6846,419,1
3809,,352,127,6847,320,1
3810,,352,127,6848,320,1
3811,,352,127,6849,320,1
3812,,1634,407,6850,1368,1
3813,,1634,407,6851,1368,1
3814,,1489,IV.32,6852,1253,1
3815,,1489,IV.40,6853,1253,1
3816,,942,,6856,846,1
3817,,942,,6857,846,1
3818,,942,,6858,846,1
3819,,942,,6859,846,1
3820,,355,61,6863,323,1
3821,,737,324,6864,661,1
3822,,737,325,6865,661,1
3823,,737,354,6866,661,1
3824,,1407,55,6869,1175,1
3825,,784,s.v. ten,6870,703,1
3826,,887,,6871,793,1
3827,,670,,6872,599,1
3828,,1456,,6873,1224,1
3829,,1456,,6874,1224,1
3830,,901,70,6880,807,1
3831,,901,71,6881,807,1
3832,,221,209,6886,203,1
3833,,1416,5180,6889,1184,1
3834,,1416,3073,6890,1184,1
3835,,1416,3993,6891,1184,1
3836,,122,134,6892,110,1
3837,,122,134,6893,110,1
3838,,122,135,6894,110,1
3839,,122,134,6895,110,1
3840,,906,66,6897,812,1
3841,,906,128,6898,812,1
3842,,531,170,6900,472,1
3843,,1024,323,6901,927,1
3844,,755,,6902,678,1
3845,,1359,276,6903,1140,1
3846,,1359,276,6904,1140,1
3847,,367,102,6906,334,1
3848,,367,103,6907,334,1
3849,,367,103,6908,334,1
3850,,1211,,6913,1010,1
3851,,1048,205,6914,949,1
3852,,1048,206,6915,949,1
3853,,1049,17,6916,950,1
3854,,1049,35,6917,950,1
3855,,214,30N,6918,197,1
3856,,229,65,6919,211,1
3857,,110,63,6920,98,1
