pk,jsondata,key,description,sentence_pk,source_pk,version
2142,,473,"vol. 6, p. 57",3750,430,1
2143,,1048,340,3756,949,1
2144,,1048,340,3757,949,1
2145,,1048,340,3758,949,1
2146,,1048,341,3759,949,1
2147,,236,1048,3760,218,1
2148,,236,1048,3761,218,1
2149,,236,1049,3762,218,1
2150,,236,1049,3763,218,1
2151,,236,1049,3764,218,1
2152,,86,211-18,3765,81,1
2153,,84,79,3766,79,1
2154,,158,88,3767,144,1
2155,,164,223,3768,149,1
2156,,172,116,3775,157,1
2157,,1273,,3777,1064,1
2158,,857,326,3779,771,1
2159,,874,147,3780,785,1
2160,,874,148,3781,785,1
2161,,972,161,3782,876,1
2162,,972,161,3783,876,1
2163,,874,94,3784,785,1
2164,,1195,226,3785,1001,1
2165,,671,168,3786,600,1
2166,,708,401,3790,633,1
2167,,708,404,3791,633,1
2168,,708,100,3792,633,1
2169,,708,101,3793,633,1
2170,,1528,115,3794,1286,1
2171,,1528,118,3795,1286,1
2172,,583,,3799,517,1
2173,,8,,3800,7,1
2174,,675,33,3803,603,1
2175,,522,,3804,464,1
2176,,522,,3805,464,1
2177,,789,208,3806,708,1
2178,,789,82,3807,708,1
2179,,789,79,3808,708,1
2180,,789,48,3809,708,1
2181,,1357,13,3810,1138,1
2182,,1587,39,3811,1339,1
2183,,279,,3812,251,1
2184,,1281,203 (line 958),3814,1072,1
2185,,429,,3820,393,1
2186,,434,,3821,397,1
2187,,1054,,3826,953,1
2188,,636,Appendix,3827,569,1
2189,,636,Appendix,3828,569,1
2190,,636,Appendix,3829,569,1
2191,,636,Appendix,3830,569,1
2192,,357,390,3832,325,1
2193,,656,221,3837,589,1
2194,,462,"75-80, 141-150",3838,419,1
2195,,1488,9,3840,1252,1
2196,,1489,VI.25,3842,1253,1
2197,,584,Boy aged around 9 from Eastern Highlands,3844,518,1
2198,,942,,3845,846,1
2199,,355,22,3851,323,1
2200,,737,578,3852,661,1
2201,,737,564,3853,661,1
2202,,784,s.v. kololu,3855,703,1
2203,,886,,3856,792,1
2204,,221,155,3866,203,1
2205,,221,186,3867,203,1
2206,,221,204,3868,203,1
2207,,265,264-66,3869,239,1
2208,,473,88,3878,430,1
2209,,473,88,3879,430,1
2210,,473,88,3880,430,1
2211,,473,89,3881,430,1
2212,,473,"vol. 3, p. 221",3882,430,1
2213,,1048,388,3886,949,1
2214,,229,44,3887,211,1
2215,,236,359,3888,218,1
2216,,229,182,3889,211,1
2217,,158,200,3894,144,1
2218,,1273,,3900,1064,1
2219,,856,129,3904,770,1
2220,,856,140,3905,770,1
2221,,1417,113,3906,1185,1
2222,,458,13,3907,415,1
2223,,708,353,3909,633,1
2224,,920,211,3914,825,1
2225,,1038,421,3915,941,1
2226,,1442,228,3916,1210,1
2227,,1527,108,3917,1285,1
2228,,1527,87,3918,1285,1
2229,,1597,721,3919,1349,1
2230,,1281,147 (line 350),3923,1072,1
2231,,1281,147 (line 351),3924,1072,1
2232,,1431,84,3925,1199,1
2233,,1244,142,3926,1039,1
2234,,1244,194,3928,1039,1
2235,,432,41,3931,395,1
2236,,432,34,3932,395,1
2237,,432,50,3933,395,1
2238,,438,,3934,401,1
2239,,113,74,3935,101,1
2240,,113,60,3936,101,1
2241,,1054,,3939,953,1
2242,,1500,262,3943,1262,1
2243,,1500,262,3944,1262,1
2244,,576,97,3945,510,1
2245,,576,97,3946,510,1
2246,,545,xxx,3947,483,1
2247,,656,194,3948,589,1
2248,,462,172,3949,419,1
2249,,462,172,3950,419,1
2250,,1634,225,3951,1368,1
2251,,1489,IV.51,3952,1253,1
2252,,942,,3953,846,1
2253,,942,,3954,846,1
2254,,942,,3955,846,1
2255,,1055,7,3960,954,1
2256,,347,,3962,316,1
2257,,546,,3963,484,1
2258,,511,,3966,456,1
2259,,1332,65,3967,1114,1
2260,,41,,3968,39,1
2261,,355,16,3969,323,1
2262,,749,442,3970,673,1
2263,,1407,328,3972,1175,1
2264,,1407,56,3973,1175,1
2265,,106,28,3974,95,1
2266,,1456,,3975,1224,1
2267,,668,109,3976,597,1
2268,,668,109,3977,597,1
2269,,901,49,3980,807,1
2270,,1416,5105,3982,1184,1
2271,,1416,5111,3983,1184,1
2272,,1416,3215,3984,1184,1
2273,,122,87,3985,110,1
2274,,122,88,3986,110,1
2275,,122,90,3987,110,1
2276,,1446,371,3988,1214,1
2277,,426,49,3991,391,1
2278,,426,50,3992,391,1
2279,,835,67,3993,752,1
2280,,473,"vol. 6, carte 1971, notice 10",3995,430,1
2281,,473,"vol. 6, carte 1971, point 6",3996,430,1
2282,,473,837,3997,430,1
2283,,473,838,3998,430,1
2284,,1048,109,4004,949,1
2285,,1049,29,4005,950,1
2286,,1048,110,4006,949,1
2287,,1048,132,4007,949,1
2288,,1048,133,4008,949,1
2289,,110,61,4009,98,1
2290,,236,359,4010,218,1
2291,,236,359,4011,218,1
2292,,230,58,4012,212,1
2293,,955,184,4014,859,1
2294,,159,63,4015,145,1
2295,,1320,63,4019,1106,1
2296,,1320,64,4022,1106,1
2297,,1463,100,4023,1231,1
2298,,856,18,4025,770,1
2299,,856,139,4026,770,1
2300,,874,202,4027,785,1
2301,,874,202,4028,785,1
2302,,874,204,4029,785,1
2303,,458,267,4030,415,1
2304,,708,341,4031,633,1
2305,,708,352,4032,633,1
2306,,583,,4034,517,1
2307,,675,35,4037,603,1
2308,,1357,3,4039,1138,1
2309,,1355,216,4040,1136,1
2310,,1527,31,4041,1285,1
2311,,1062,24,4042,961,1
2312,,568,65,4047,504,1
2313,,1281,"130, line 217",4048,1072,1
2314,,1281,"149, lines 365-366",4049,1072,1
2315,,1244,149,4052,1039,1
2316,,432,33,4055,395,1
2317,,439,235,4056,402,1
2318,,1054,,4059,953,1
2319,,1054,,4060,953,1
2320,,1054,,4061,953,1
2321,,1500,260,4065,1262,1
2322,,1500,262,4066,1262,1
2323,,545,xxx,4068,483,1
2324,,545,xxx,4069,483,1
2325,,462,172,4071,419,1
2326,,462,173,4072,419,1
2327,,1488,16,4073,1252,1
2328,,1634,577,4074,1368,1
2329,,1489,VI.42,4077,1253,1
2330,,1489,VI.39,4078,1253,1
2331,,1489,VI.11,4079,1253,1
2332,,584,Aiths20\Tosaiye\ws\m20\momas\wsp,4081,518,1
2333,,1545,187,4086,1298,1
2334,,355,16,4087,323,1
2335,,355,17,4088,323,1
2336,,749,440,4089,673,1
2337,,737,590,4090,661,1
2338,,106,25,4092,95,1
2339,,1407,55,4093,1175,1
2340,,61,25,4094,57,1
2341,,61,,4095,57,1
2342,,1456,,4096,1224,1
2343,,1456,,4097,1224,1
2344,,715,137,4098,639,1
2345,,905,,4105,811,1
2346,,218,,4109,201,1
2347,,218,,4110,201,1
2348,,1416,2375,4112,1184,1
2349,,122,87,4113,110,1
2350,,906,25,4115,812,1
2351,,1414,45,4116,1182,1
2352,,426,23,4118,391,1
2353,,426,87,4119,391,1
2354,,426,171,4120,391,1
2355,,242,,4122,224,1
2356,,242,,4123,224,1
2357,,869,15,4124,780,1
2358,,473,"vol. 2,p. 842",4126,430,1
2359,,473,"vol. 2, p. 843",4127,430,1
2360,,473,842,4128,430,1
2361,,1048,107,4137,949,1
2362,,1048,180,4138,949,1
2363,,110,63,4139,98,1
2364,,110,63,4140,98,1
2365,,110,59,4141,98,1
2366,,1320,61,4148,1106,1
2367,,1320,61,4149,1106,1
2368,,1320,61,4150,1106,1
2369,,857,330,4155,771,1
2370,,856,139,4156,770,1
2371,,857,179,4157,771,1
2372,,874,166,4158,785,1
2373,,874,243,4159,785,1
2374,,708,351,4161,633,1
2375,,583,,4164,517,1
2376,,1033,65,4166,936,1
2377,,789,152,4168,708,1
2378,,522,,4169,464,1
2379,,522,,4170,464,1
2380,,1357,83,4171,1138,1
2381,,1357,130,4172,1138,1
2382,,1357,130,4173,1138,1
2383,,1357,195,4174,1138,1
2384,,1605,425,4175,1357,1
2385,,661,455,4177,594,1
2386,,661,455,4178,594,1
2387,,1197,16,4180,1003,1
2388,,1244,268,4182,1039,1
2389,,1244,92,4184,1039,1
2390,,438,,4186,401,1
2391,,1054,,4188,953,1
2392,,636,277,4189,569,1
2393,,1054,,4190,953,1
2394,,554,112,4191,491,1
2395,,554,115,4192,491,1
2396,,462,174,4201,419,1
2397,,462,174,4202,419,1
2398,,1634,448,4203,1368,1
2399,,1489,IV.32,4204,1253,1
2400,,1489,VI.25,4205,1253,1
2401,,529,82,4206,470,1
2402,,1568,62,4207,1320,1
2403,,529,86,4208,470,1
2404,,529,86,4209,470,1
2405,,1333,177,4214,1115,1
2406,,659,82,4217,592,1
2407,,1545,188,4219,1298,1
2408,,749,445,4220,673,1
2409,,749,445,4221,673,1
2410,,1226,124,4222,1023,1
2411,,1226,124,4223,1023,1
2412,,1226,473,4224,1023,1
2413,,1543,69,4226,1297,1
2414,,106,38,4227,95,1
2415,,784,s.v. tonba,4228,703,1
2416,,57,,4229,53,1
2417,,1456,,4230,1224,1
2418,,1456,,4231,1224,1
2419,,901,49,4236,807,1
2420,,905,45,4237,811,1
2421,,221,229-30,4239,203,1
2422,,221,245,4240,203,1
2423,,1416,5629,4243,1184,1
2424,,1416,5188,4244,1184,1
2425,,122,88,4245,110,1
2426,,906,40,4246,812,1
2427,,906,25,4247,812,1
2428,,426,5,4250,391,1
2429,,705,111,4254,631,1
2430,,705,119,4255,631,1
2431,,473,69,4258,430,1
2432,,371,36,4259,336,1
2433,,381,xix,4260,346,1
2434,,691,164,4261,618,1
2435,,371,8,4262,336,1
2436,,629,35,4263,563,1
2437,,629,35,4264,563,1
2438,,629,35,4265,563,1
2439,,722,177,4268,646,1
2440,,722,177,4269,646,1
2441,,722,177,4270,646,1
2442,,722,175,4271,646,1
2443,,409,,4272,374,1
2444,,409,,4273,374,1
2445,,533,22,4274,473,1
2446,,409,,4275,374,1
2447,,236,312,4276,218,1
2448,,214,643N,4277,197,1
2449,,1320,115,4282,1106,1
2450,,857,355,4286,771,1
2451,,856,71,4287,770,1
2452,,856,45,4288,770,1
2453,,874,186,4289,785,1
2454,,874,187,4290,785,1
2455,,708,360,4292,633,1
2456,,1503,,4294,1263,1
2457,,1033,65,4296,936,1
2458,,789,159,4297,708,1
2459,,789,170,4298,708,1
2460,,1527,79,4299,1285,1
2461,,1357,32,4300,1138,1
2462,,568,67,4303,504,1
2463,,1281,"131, lines 252-253",4304,1072,1
2464,,1281,"132, line 266",4305,1072,1
2465,,1244,264,4306,1039,1
2466,,429,,4309,393,1
2467,,113,53,4311,101,1
2468,,1054,,4314,953,1
2469,,1500,263,4318,1262,1
2470,,462,70,4321,419,1
2471,,462,72,4322,419,1
2472,,1489,VI.40,4324,1253,1
2473,,942,,4325,846,1
2474,,942,,4326,846,1
2475,,1056,94,4330,955,1
2476,,355,60,4331,323,1
2477,,737,157,4332,661,1
2478,,737,156,4333,661,1
2479,,1407,107,4336,1175,1
2480,,57,,4337,53,1
2481,,61,,4338,57,1
2482,,906,26,4344,812,1
2483,,835,69,4346,752,1
2484,,426,66,4347,391,1
2485,,473,844,4349,430,1
2486,,473,844,4350,430,1
2487,,132,,4352,119,1
2488,,1048,135,4353,949,1
2489,,1049,11,4354,950,1
2490,,1048,135,4355,949,1
2491,,1048,136,4356,949,1
2492,,1048,135,4357,949,1
2493,,722,182-183,4358,646,1
2494,,722,182,4359,646,1
2495,,722,182,4360,646,1
2496,,110,59,4361,98,1
2497,,236,359,4362,218,1
2498,,1440,63,4363,1208,1
2499,,1320,65,4366,1106,1
2500,,1320,65,4367,1106,1
2501,,857,184,4370,771,1
2502,,708,77,4371,633,1
2503,,708,112,4372,633,1
2504,,583,,4375,517,1
2505,,522,,4378,464,1
2506,,522,,4379,464,1
2507,,1527,27,4380,1285,1
2508,,1085,,4391,980,1
2509,,1244,90,4392,1039,1
2510,,432,34,4396,395,1
2511,,434,,4397,397,1
2512,,113,92,4399,101,1
2513,,1054,,4401,953,1
2514,,1054,,4402,953,1
2515,,1054,,4403,953,1
2516,,1054,,4404,953,1
2517,,1500,268,4408,1262,1
2518,,1500,274,4409,1262,1
2519,,656,232,4414,589,1
2520,,656,180,4416,589,1
2521,,462,97,4417,419,1
2522,,462,97,4418,419,1
2523,,97,,4419,89,1
2524,,1489,IV. 51,4422,1253,1
2525,,1489,IV.53,4423,1253,1
2526,,584,Aiths17\Melki\ws\m17\momas\wsp,4424,518,1
2527,,1332,65,4432,1114,1
2528,,1057,,4437,956,1
2529,,1545,23,4438,1298,1
2530,,1545,166,4440,1298,1
2531,,355,56,4441,323,1
2532,,737,188,4442,661,1
2533,,737,188,4443,661,1
2534,,402,142,4444,367,1
2535,,402,144,4445,367,1
2536,,402,145,4446,367,1
2537,,786,,4448,705,1
2538,,786,,4449,705,1
2539,,689,,4451,616,1
2540,,1456,,4452,1224,1
2541,,1456,,4453,1224,1
2542,,498,74,4463,453,1
2543,,901,"41, 63",4466,807,1
2544,,901,"41, 63",4467,807,1
2545,,218,,4473,201,1
2546,,218,,4474,201,1
2547,,1416,5162,4477,1184,1
2548,,906,27,4480,812,1
2549,,835,77,4483,752,1
2550,,835,77,4484,752,1
2551,,755,,4486,678,1
2552,,869,17,4487,780,1
2553,,372,92,4491,337,1
2554,,372,93,4492,337,1
2555,,1211,,4498,1010,1
2556,,1048,135,4499,949,1
2557,,1049,11,4500,950,1
2558,,1048,174,4501,949,1
2559,,1049,13,4502,950,1
2560,,1048,174,4503,949,1
2561,,722,217,4504,646,1
2562,,722,217,4505,646,1
2563,,722,217,4506,646,1
2564,,722,217,4507,646,1
2565,,214,109,4508,197,1
2566,,230,58,4509,212,1
2567,,236,359,4510,218,1
2568,,229,164,4511,211,1
2569,,229,167,4512,211,1
2570,,158,174,4515,144,1
2571,,158,92,4516,144,1
2572,,158,42,4517,144,1
2573,,1320,71,4523,1106,1
2574,,1320,72,4524,1106,1
2575,,1320,72,4525,1106,1
2576,,1320,72,4526,1106,1
2577,,1273,,4528,1064,1
2578,,857,352,4533,771,1
2579,,622,32,4534,556,1
2580,,874,177,4535,785,1
2581,,874,103,4536,785,1
2582,,1195,267,4537,1001,1
2583,,1195,241,4538,1001,1
2584,,1195,221,4539,1001,1
2585,,708,112,4541,633,1
2586,,708,346,4542,633,1
2587,,1178,633,4543,984,1
2588,,1178,625,4544,984,1
2589,,583,,4549,517,1
2590,,8,,4550,7,1
2591,,1033,63,4551,936,1
2592,,1036,207,4552,939,1
2593,,595,12,4555,529,1
2594,,675,40,4556,603,1
2595,,522,,4557,464,1
2596,,522,,4558,464,1
2597,,1357,119,4559,1138,1
2598,,568,67,4562,504,1
2599,,568,67,4563,504,1
2600,,568,67,4564,504,1
2601,,1244,92,4570,1039,1
2602,,1244,150,4571,1039,1
2603,,1244,150,4572,1039,1
2604,,1244,150,4573,1039,1
2605,,438,,4576,401,1
2606,,434,,4577,397,1
2607,,113,60,4578,101,1
2608,,113,48,4579,101,1
2609,,113,60,4580,101,1
2610,,1054,,4582,953,1
2611,,1054,,4583,953,1
2612,,1500,264,4588,1262,1
2613,,1500,272,4589,1262,1
2614,,330,25,4590,302,1
2615,,1489,VI.41,4597,1253,1
2616,,1545,64,4604,1298,1
2617,,355,30,4605,323,1
2618,,737,155,4606,661,1
2619,,786,,4609,705,1
2620,,786,,4610,705,1
2621,,1456,,4611,1224,1
2622,,1456,,4612,1224,1
2623,,715,137,4613,639,1
2624,,715,137,4614,639,1
2625,,498,74,4618,453,1
2626,,498,74,4619,453,1
2627,,901,43,4622,807,1
2628,,901,43,4623,807,1
2629,,901,43,4624,807,1
2630,,905,35,4626,811,1
2631,,221,126,4629,203,1
2632,,265,101,4630,239,1
2633,,265,101,4631,239,1
2634,,122,87,4632,110,1
2635,,122,87,4633,110,1
2636,,906,25,4634,812,1
2637,,906,26,4635,812,1
2638,,137,1,4639,124,1
2639,,869,25,4644,780,1
2640,,473,"vol. 2, p. 845",4651,430,1
2641,,477,42-45,4652,432,1
2642,,1048,135,4656,949,1
2643,,230,58,4657,212,1
2644,,230,58,4658,212,1
2645,,1320,80,4661,1106,1
2646,,1320,241,4662,1106,1
2647,,857,186,4668,771,1
2648,,857,184,4669,771,1
2649,,708,382,4677,633,1
2650,,1178,410,4679,984,1
2651,,1178,409,4680,984,1
2652,,583,,4684,517,1
2653,,583,,4685,517,1
2654,,1641,61-62,4688,1374,1
2655,,1641,61-62,4689,1374,1
2656,,522,,4690,464,1
2657,,522,,4691,464,1
2658,,522,,4692,464,1
2659,,789,41,4693,708,1
2660,,522,,4694,464,1
2661,,662,397,4695,595,1
2662,,113,65,4699,101,1
2663,,1054,,4702,953,1
2664,,1500,282,4704,1262,1
2665,,462,236,4706,419,1
2666,,1488,20,4707,1252,1
2667,,1548,410,4712,1301,1
2668,,1532,,4713,1290,1
2669,,5,73,4715,4,1
2670,,905,44,4722,811,1
2671,,580,64,4723,514,1
2672,,1435,,4724,1203,1
2673,,906,36,4726,812,1
2674,,745,163,4729,669,1
2675,,453,"7 July 2004, p.2",4730,413,1
2676,,471,226,4731,428,1
2677,,471,219,4732,428,1
2678,,1048,182,4734,949,1
2679,,722,222,4735,646,1
2680,,110,63,4736,98,1
2681,,307,173,4737,279,1
2682,,158,text 6,4740,144,1
2683,,1320,,4741,1106,1
2684,,708,373,4744,633,1
2685,,1528,168,4745,1286,1
2686,,675,41,4748,603,1
2687,,1357,77-78,4749,1138,1
2688,,1355,239,4750,1136,1
2689,,1357,28,4751,1138,1
2690,,1576,10,4752,1328,1
2691,,1587,108,4753,1339,1
2692,,1587,108,4754,1339,1
2693,,1587,108,4755,1339,1
2694,,354,305,4756,322,1
2695,,661,534,4759,594,1
2696,,429,,4767,393,1
2697,,434,,4768,397,1
2698,,113,64,4769,101,1
2699,,1054,,4773,953,1
2700,,1054,,4774,953,1
2701,,1054,,4775,953,1
2702,,1500,264,4781,1262,1
2703,,1500,282,4782,1262,1
2704,,1500,286,4783,1262,1
2705,,1500,286,4784,1262,1
2706,,545,xxxi,4789,483,1
2707,,545,xxxi,4790,483,1
2708,,656,195,4791,589,1
2709,,462,232,4795,419,1
2710,,462,232,4796,419,1
2711,,97,,4797,89,1
2712,,97,,4798,89,1
2713,,97,,4799,89,1
2714,,97,,4800,89,1
2715,,97,,4801,89,1
2716,,1489,VI.82,4806,1253,1
2717,,1489,VI.14,4807,1253,1
2718,,838,121,4808,754,1
2719,,99,118,4809,90,1
2720,,1489,VI.18,4810,1253,1
2721,,942,,4815,846,1
2722,,942,,4816,846,1
2723,,1545,101,4821,1298,1
2724,,96,,4822,88,1
2725,,355,22,4825,323,1
2726,,355,22,4826,323,1
2727,,355,22,4827,323,1
2728,,784,s.v. primeru,4830,703,1
2729,,784,s.v. ragátxa,4831,703,1
2730,,784,s.v. lobuzómi,4832,703,1
2731,,690,,4834,617,1
2732,,901,48,4844,807,1
2733,,901,48,4845,807,1
2734,,905,,4846,811,1
2735,,905,43,4848,811,1
2736,,221,259,4852,203,1
2737,,221,259,4853,203,1
2738,,221,260,4854,203,1
2739,,221,258,4855,203,1
2740,,221,258,4856,203,1
2741,,1416,passim,4859,1184,1
2742,,1416,4044,4860,1184,1
2743,,122,108,4861,110,1
2744,,426,222,4865,391,1
2745,,426,222,4866,391,1
2746,,426,222,4867,391,1
2747,,556,40,4870,493,1
2748,,1048,"451,472",4881,949,1
2749,,1048,"446, 448",4882,949,1
2750,,722,205,4883,646,1
2751,,722,205,4884,646,1
2752,,214,61N,4885,197,1
2753,,1439,"83, 241",4891,1207,1
2754,,1439,"56, 68",4892,1207,1
2755,,1463,,4896,1231,1
2756,,857,167,4908,771,1
2757,,857,167,4909,771,1
2758,,857,167,4910,771,1
2759,,874,100,4912,785,1
2760,,874,100,4913,785,1
2761,,708,81,4918,633,1
2762,,1528,106,4920,1286,1
2763,,522,,4927,464,1
2764,,522,,4928,464,1
2765,,522,,4929,464,1
2766,,1054,,4933,953,1
2767,,1500,264,4934,1262,1
2768,,1489,VI.15,4937,1253,1
2769,,355,17,4939,323,1
2770,,786,,4942,705,1
2771,,221,329,4950,203,1
2772,,1416,5162,4952,1184,1
2773,,122,86,4954,110,1
2774,,1048,418,4968,949,1
2775,,857,158,4976,771,1
2776,,874,200,4977,785,1
2777,,1195,251,4978,1001,1
2778,,1195,226,4979,1001,1
2779,,708,109,4981,633,1
2780,,1528,152,4982,1286,1
2781,,1528,152,4983,1286,1
2782,,1528,152,4984,1286,1
2783,,400,,4989,365,1
2784,,8,,4990,7,1
2785,,1357,29,4992,1138,1
2786,,1357,55,4993,1138,1
2787,,1604,267,4994,1356,1
2788,,1604,275,4995,1356,1
2789,,1604,,4996,1356,1
2790,,1606,78,4997,1358,1
2791,,1585,19,4998,1337,1
2792,,1062,37,4999,961,1
2793,,568,69,5002,504,1
2794,,568,69,5003,504,1
2795,,1281,"153, line 411",5005,1072,1
2796,,327,223,5006,299,1
2797,,1431,50,5008,1199,1
2798,,1244,87,5009,1039,1
2799,,1244,87,5010,1039,1
2800,,1244,158,5011,1039,1
2801,,1244,A16,5012,1039,1
2802,,432,37,5015,395,1
2803,,432,43,5016,395,1
2804,,438,,5017,401,1
2805,,438,,5018,401,1
2806,,113,52,5019,101,1
2807,,113,52,5020,101,1
2808,,113,51,5022,101,1
2809,,1054,,5025,953,1
2810,,1054,,5026,953,1
2811,,1054,,5027,953,1
2812,,1500,265,5033,1262,1
2813,,357,269,5034,325,1
2814,,656,186,5036,589,1
2815,,462,114,5037,419,1
2816,,352,100,5038,320,1
2817,,352,100,5039,320,1
2818,,1489,IV.47,5041,1253,1
2819,,1568,70,5042,1320,1
2820,,942,,5045,846,1
2821,,1055,2,5048,954,1
2822,,1332,61,5054,1114,1
2823,,1333,158,5055,1115,1
2824,,1332,35,5060,1114,1
2825,,659,71,5061,592,1
2826,,1545,72,5062,1298,1
2827,,355,16,5063,323,1
2828,,355,17,5064,323,1
2829,,355,14,5065,323,1
2830,,737,169,5066,661,1
2831,,737,160,5067,661,1
2832,,736,160,5068,660,1
2833,,737,161,5069,661,1
2834,,1227,230,5072,1024,1
2835,,1407,35,5073,1175,1
2836,,784,s.v. nha pron.poss.tónico,5074,703,1
2837,,692,,5075,619,1
2838,,880,,5076,789,1
2839,,1456,,5077,1224,1
2840,,1456,,5078,1224,1
2841,,901,44,5084,807,1
2842,,901,44,5085,807,1
2843,,905,37,5086,811,1
2844,,221,223,5089,203,1
2845,,221,232,5090,203,1
2846,,218,,5091,201,1
2847,,218,,5092,201,1
2848,,218,,5093,201,1
2849,,1419,146,5097,1187,1
2850,,1416,passim,5098,1184,1
2851,,122,91,5099,110,1
2852,,122,93,5100,110,1
2853,,122,116,5101,110,1
2854,,906,30,5102,812,1
2855,,906,30,5103,812,1
2856,,426,177,5109,391,1
2857,,426,4,5110,391,1
2858,,556,18,5113,493,1
2859,,755,,5114,678,1
2860,,755,,5115,678,1
2861,,473,"tome 2, p. 847",5119,430,1
2862,,473,846,5121,430,1
2863,,473,846,5122,430,1
2864,,473,846,5123,430,1
2865,,1048,127,5128,949,1
2866,,1048,127,5129,949,1
2867,,1048,127,5130,949,1
2868,,760,,5133,683,1
2869,,158,168,5134,144,1
2870,,158,168,5136,144,1
2871,,423,140,5137,388,1
2872,,1324,110,5144,1109,1
2873,,1320,110,5145,1106,1
2874,,1320,110,5146,1106,1
2875,,1273,,5148,1064,1
2876,,1273,,5149,1064,1
2877,,857,336,5152,771,1
2878,,856,157,5153,770,1
2879,,874,102,5154,785,1
2880,,874,102,5155,785,1
2881,,972,165,5156,876,1
2882,,1195,236,5157,1001,1
2883,,1045,246,5158,946,1
2884,,458,11,5159,415,1
2885,,22,162,5160,20,1
2886,,708,107,5162,633,1
2887,,708,108,5163,633,1
2888,,1178,408,5165,984,1
2889,,583,,5168,517,1
2890,,154,211,5170,141,1
2891,,522,,5171,464,1
2892,,522,,5173,464,1
2893,,523,,5174,465,1
2894,,522,,5175,464,1
2895,,1442,223,5176,1210,1
2896,,1357,128,5177,1138,1
2897,,1357,191,5178,1138,1
2898,,1606,118,5179,1358,1
2899,,1605,402,5180,1357,1
2900,,1606,80,5181,1358,1
2901,,1606,80,5182,1358,1
2902,,1244,157,5186,1039,1
2903,,1244,A31,5187,1039,1
2904,,429,,5189,393,1
2905,,1054,,5192,953,1
2906,,1054,,5193,953,1
2907,,634,X,5194,568,1
2908,,1500,260,5197,1262,1
2909,,1500,262,5198,1262,1
2910,,656,211,5201,589,1
2911,,462,44,5202,419,1
2912,,97,,5203,89,1
2913,,1634,235,5204,1368,1
2914,,1634,622,5206,1368,1
2915,,411,38,5208,376,1
2916,,1026,182,5211,929,1
2917,,355,12,5212,323,1
2918,,355,49,5213,323,1
2919,,737,159,5214,661,1
2920,,737,160,5215,661,1
2921,,786,,5217,705,1
2922,,786,,5218,705,1
2923,,786,,5219,705,1
2924,,57,,5220,53,1
2925,,1456,,5221,1224,1
2926,,901,166,5228,807,1
2927,,221,242,5232,203,1
2928,,265,139-40,5233,239,1
2929,,1423,34,5234,1191,1
2930,,122,91-99,5235,110,1
2931,,122,93-99,5236,110,1
2932,,906,30,5237,812,1
2933,,906,30,5238,812,1
2934,,906,43,5239,812,1
2935,,906,43,5240,812,1
2936,,426,22,5242,391,1
2937,,731,50,5244,655,1
2938,,1214,18,5245,1013,1
2939,,1048,160,5256,949,1
2940,,1048,131,5257,949,1
2941,,1048,160,5258,949,1
2942,,1049,148,5259,950,1
2943,,214,61,5260,197,1
2944,,214,,5261,197,1
2945,,76,83-84,5262,71,1
2946,,76,83-84,5263,71,1
2947,,159,42,5266,145,1
2948,,1324,,5270,1109,1
2949,,1324,,5271,1109,1
2950,,857,99,5275,771,1
2951,,857,336,5276,771,1
2952,,874,125,5277,785,1
2953,,1195,268,5278,1001,1
2954,,708,"113, 114",5280,633,1
2955,,708,107,5281,633,1
2956,,708,103,5282,633,1
2957,,1178,408,5283,984,1
2958,,920,224,5286,825,1
2959,,522,,5290,464,1
2960,,522,,5291,464,1
2961,,789,23,5292,708,1
2962,,1576,94,5293,1328,1
2963,,1062,23,5294,961,1
2964,,1585,27,5295,1337,1
2965,,568,70,5297,504,1
2966,,1281,97,5299,1072,1
2967,,1431,51,5301,1199,1
2968,,1244,87,5302,1039,1
2969,,1244,87/88,5303,1039,1
2970,,1244,87/88,5304,1039,1
2971,,1244,87,5305,1039,1
2972,,439,242,5308,402,1
2973,,429,,5309,393,1
2974,,445,CD,5310,408,1
2975,,113,53,5312,101,1
2976,,1054,,5315,953,1
2977,,634,228,5320,568,1
2978,,330,19,5322,302,1
2979,,330,19,5323,302,1
2980,,545,xxx,5325,483,1
2981,,545,xxx,5326,483,1
2982,,656,240,5328,589,1
2983,,462,101,5329,419,1
2984,,63,437,5330,59,1
2985,,348,iii,5333,317,1
2986,,1568,70,5334,1320,1
2987,,942,,5340,846,1
2988,,355,18,5349,323,1
2989,,737,175,5350,661,1
2990,,737,175,5351,661,1
2991,,786,,5355,705,1
2992,,1407,27/28,5356,1175,1
2993,,270,,5357,242,1
2994,,1456,,5359,1224,1
2995,,1456,,5360,1224,1
2996,,1456,,5361,1224,1
2997,,1456,,5362,1224,1
2998,,1456,,5363,1224,1
2999,,901,45,5369,807,1
3000,,901,64,5370,807,1
3001,,580,67,5371,514,1
3002,,218,,5373,201,1
3003,,218,,5374,201,1
3004,,218,,5375,201,1
3005,,221,160,5377,203,1
3006,,267,168,5378,240,1
3007,,1416,4876,5380,1184,1
3008,,1416,5294,5381,1184,1
3009,,906,32,5384,812,1
3010,,906,28,5385,812,1
3011,,906,32,5386,812,1
3012,,906,96,5387,812,1
3013,,426,109,5390,391,1
3014,,835,67,5391,752,1
3015,,835,74,5392,752,1
3016,,426,115,5393,391,1
3017,,755,,5396,678,1
3018,,556,78,5397,493,1
3019,,151,65,5398,138,1
