pk,jsondata,language_pk,source_pk,version
1455,,47,1088,1
1456,,37,811,1
1457,,1,175,1
1458,,41,308,1
1459,,72,365,1
1460,,30,705,1
1461,,31,412,1
1462,,21,91,1
1463,,25,955,1
1464,,7,980,1
1465,,2,1156,1
1466,,30,760,1
1467,,41,1203,1
1468,,47,800,1
1469,,59,1121,1
1470,,16,589,1
1471,,33,368,1
1472,,56,784,1
1473,,17,989,1
1474,,52,76,1
1475,,33,597,1
1476,,55,263,1
1477,,2,1153,1
1478,,31,57,1
1479,,37,760,1
1480,,12,650,1
1481,,2,1449,1
1482,,15,971,1
1483,,23,293,1
1484,,21,1453,1
1485,,2,172,1
1486,,58,446,1
1487,,54,214,1
1488,,52,1268,1
1489,,72,1426,1
1490,,14,1397,1
1491,,25,116,1
1492,,29,1437,1
1493,,33,634,1
1494,,20,480,1
1495,,8,894,1
1496,,18,842,1
1497,,2,1158,1
1498,,2,169,1
1499,,12,1021,1
1500,,5,382,1
1501,,48,1223,1
1502,,69,85,1
1503,,8,820,1
1504,,49,618,1
1505,,20,1253,1
1506,,14,540,1
1507,,60,833,1
1508,,46,48,1
1509,,56,1207,1
1510,,65,415,1
1511,,55,219,1
1512,,2,1197,1
1513,,54,976,1
1514,,1,49,1
1515,,7,385,1
