pk,jsondata,id,name,description,markup_description,ord,mime_type,object_pk,version
114,"{""mimetype"": ""application/pdf"", ""size"": 685239, ""original"": ""APiCS_f_113.pdf"", ""objid"": ""EAEA0-1CCE-58CF-8C32-0""}",APiCS_f_113.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,114,1
115,"{""mimetype"": ""application/pdf"", ""size"": 685378, ""original"": ""APiCS_f_114.pdf"", ""objid"": ""EAEA0-EFB0-431D-046D-0""}",APiCS_f_114.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,115,1
116,"{""mimetype"": ""application/pdf"", ""size"": 685638, ""original"": ""APiCS_f_115.pdf"", ""objid"": ""EAEA0-EBE8-32FA-4F43-0""}",APiCS_f_115.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,116,1
117,"{""mimetype"": ""application/pdf"", ""size"": 685532, ""original"": ""APiCS_f_116.pdf"", ""objid"": ""EAEA0-49B0-AE38-E311-0""}",APiCS_f_116.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,117,1
118,"{""mimetype"": ""application/pdf"", ""size"": 692432, ""original"": ""APiCS_f_117.pdf"", ""objid"": ""EAEA0-1E1D-563C-4739-0""}",APiCS_f_117.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,118,1
119,"{""mimetype"": ""application/pdf"", ""size"": 685766, ""original"": ""APiCS_f_118.pdf"", ""objid"": ""EAEA0-B00B-277A-F880-0""}",APiCS_f_118.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,119,1
120,"{""mimetype"": ""application/pdf"", ""size"": 685738, ""original"": ""APiCS_f_119.pdf"", ""objid"": ""EAEA0-E737-9FDD-E010-0""}",APiCS_f_119.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,120,1
121,"{""mimetype"": ""application/pdf"", ""size"": 1118782, ""original"": ""APiCS_f_120.pdf"", ""objid"": ""EAEA0-DB5D-727F-E16E-0""}",APiCS_f_120.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,121,1
122,"{""mimetype"": ""application/pdf"", ""size"": 579650, ""original"": ""APiCS_f_s_121.pdf"", ""objid"": ""EAEA0-08E7-17C1-BE8A-0""}",APiCS_f_s_121.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,122,1
123,"{""mimetype"": ""application/pdf"", ""size"": 579793, ""original"": ""APiCS_f_s_122.pdf"", ""objid"": ""EAEA0-9FEC-8676-D306-0""}",APiCS_f_s_122.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,123,1
124,"{""mimetype"": ""application/pdf"", ""size"": 570336, ""original"": ""APiCS_f_s_123.pdf"", ""objid"": ""EAEA0-1B9F-4E92-AB8A-0""}",APiCS_f_s_123.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,124,1
125,"{""mimetype"": ""application/pdf"", ""size"": 579808, ""original"": ""APiCS_f_s_124.pdf"", ""objid"": ""EAEA0-337A-7873-9712-0""}",APiCS_f_s_124.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,125,1
126,"{""mimetype"": ""application/pdf"", ""size"": 579751, ""original"": ""APiCS_f_s_125.pdf"", ""objid"": ""EAEA0-BBA0-C889-5B91-0""}",APiCS_f_s_125.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,126,1
127,"{""mimetype"": ""application/pdf"", ""size"": 579702, ""original"": ""APiCS_f_s_126.pdf"", ""objid"": ""EAEA0-5BF0-F6F4-3392-0""}",APiCS_f_s_126.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,127,1
128,"{""mimetype"": ""application/pdf"", ""size"": 563187, ""original"": ""APiCS_f_s_127.pdf"", ""objid"": ""EAEA0-E48B-3F0F-D81C-0""}",APiCS_f_s_127.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,128,1
129,"{""mimetype"": ""application/pdf"", ""size"": 579705, ""original"": ""APiCS_f_s_128.pdf"", ""objid"": ""EAEA0-858C-56B8-D5C0-0""}",APiCS_f_s_128.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,129,1
130,"{""mimetype"": ""application/pdf"", ""size"": 579507, ""original"": ""APiCS_f_s_129.pdf"", ""objid"": ""EAEA0-2FE5-1075-DE62-0""}",APiCS_f_s_129.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,130,1
131,"{""mimetype"": ""application/pdf"", ""size"": 579712, ""original"": ""APiCS_f_s_130.pdf"", ""objid"": ""EAEA0-F1C2-3791-0928-0""}",APiCS_f_s_130.pdf,Feature map in Gall-Peters projection,,,1,application/pdf,131,1
